area_sqft,bedrooms,bathrooms,age_years,floors,garage_spaces,has_pool,has_garden,location,price
3371,5,4,14,3,0,0,1,Midtown,461564
1297,5,4,32,1,1,0,0,Suburbs,167784
1515,6,3,20,2,2,0,0,Suburbs,216434
2324,4,1,38,2,1,0,0,Midtown,285256
4969,6,3,22,1,2,1,0,Suburbs,566271
3636,4,3,26,1,0,1,1,Downtown,681446
2693,4,4,44,3,1,0,1,Midtown,338817
723,1,1,43,3,0,0,0,Downtown,61551
4658,1,2,17,2,1,0,0,Uptown,680392
4425,3,3,23,3,2,0,1,Midtown,574000
4500,4,1,46,3,1,0,1,Midtown,562963
2133,5,3,39,2,1,0,1,Rural,149000
2652,2,3,41,2,2,1,1,Rural,206348
1010,3,3,6,2,2,0,1,Midtown,197685
884,1,3,49,2,2,1,1,Uptown,164879
904,6,4,47,1,1,1,0,Suburbs,111571
2500,3,1,19,2,0,0,0,Rural,170161
3256,3,1,26,2,1,0,0,Uptown,489308
2168,3,1,5,2,1,1,1,Uptown,398064
1960,3,3,26,3,0,1,1,Rural,166608
4136,2,4,8,2,2,0,1,Suburbs,481136
3224,6,3,44,1,1,0,0,Rural,252255
4678,6,3,30,1,0,0,0,Uptown,715887
2548,6,1,20,2,2,1,0,Downtown,527789
4646,4,3,25,1,2,0,0,Rural,373164
1216,5,2,39,3,1,0,1,Uptown,208664
2323,6,3,47,2,2,1,1,Rural,197602
2581,3,2,44,1,2,0,1,Uptown,381172
3919,3,3,12,1,0,0,1,Suburbs,413980
2074,6,4,48,2,0,0,1,Uptown,331892
749,6,4,22,1,2,1,1,Midtown,173331
1173,3,1,19,2,0,0,0,Downtown,193214
2665,4,3,36,1,2,0,1,Uptown,420137
1270,1,2,27,3,1,0,1,Rural,91465
4462,1,2,16,1,0,0,1,Rural,303646
4863,6,3,27,1,2,0,0,Uptown,740604
2484,2,2,40,2,2,0,0,Midtown,315424
1577,6,4,1,1,0,0,0,Uptown,309337
735,6,2,24,2,0,1,1,Suburbs,134214
888,1,1,49,3,1,1,0,Midtown,72798
3537,3,4,40,2,2,0,1,Uptown,567241
2348,6,4,5,2,1,0,1,Downtown,523604
3314,3,4,10,1,1,0,0,Midtown,432419
3874,3,3,37,3,1,1,1,Uptown,617332
3778,2,3,5,2,0,0,1,Downtown,730556
1752,3,4,44,1,1,0,0,Uptown,238964
4481,1,3,10,1,0,0,1,Suburbs,468601
2622,4,2,13,2,0,0,0,Rural,243911
2650,4,3,1,1,1,0,0,Uptown,452359
1829,5,3,39,2,1,0,1,Midtown,242430
1858,6,4,2,2,2,0,1,Uptown,358986
2982,1,1,34,2,1,1,1,Uptown,440903
2517,3,1,32,3,2,0,1,Uptown,367308
1831,4,1,23,2,1,0,1,Uptown,291862
4844,1,2,18,1,1,0,1,Midtown,566065
4761,4,3,17,3,1,0,1,Midtown,646347
1858,3,1,48,1,1,0,1,Uptown,221552
3677,4,4,23,3,2,0,0,Rural,265932
2628,6,1,44,3,2,0,1,Uptown,397208
2680,6,1,34,3,1,0,0,Midtown,365310
637,5,3,0,3,1,0,1,Suburbs,134799
3972,5,3,35,1,2,0,0,Uptown,596699
3332,4,3,24,2,0,1,1,Uptown,551784
4079,1,2,44,1,0,0,0,Uptown,535901
3531,6,2,48,2,0,0,0,Uptown,524633
4664,1,1,42,1,2,0,1,Downtown,751957
3093,1,3,33,3,2,0,0,Uptown,448643
4800,4,1,24,3,0,0,1,Midtown,636962
4318,1,4,15,2,0,0,0,Midtown,538487
4638,6,4,33,2,1,1,0,Downtown,865942
4323,3,3,28,1,2,0,0,Uptown,642155
4542,5,3,18,2,2,0,1,Rural,329600
2406,3,4,22,1,0,1,0,Uptown,407557
1260,1,3,18,2,0,1,1,Midtown,215107
3945,3,2,24,2,2,0,0,Suburbs,441625
1399,6,2,15,2,1,0,0,Suburbs,180651
4955,6,3,8,3,0,0,0,Rural,395561
3447,1,4,0,3,2,0,0,Uptown,574805
2219,4,1,41,1,2,0,1,Downtown,385201
780,3,3,18,2,1,0,1,Uptown,172934
3766,4,3,32,1,1,1,1,Rural,300597
2387,4,1,33,2,0,0,0,Rural,165544
3766,2,3,15,3,0,0,0,Rural,289106
1166,1,1,43,3,0,0,0,Suburbs,103738
4688,5,4,39,2,2,1,1,Uptown,790216
1171,6,2,17,2,0,0,0,Uptown,214539
2469,6,4,33,3,2,0,1,Downtown,504285
4656,1,2,24,3,0,0,0,Rural,329182
3622,5,1,44,1,1,0,0,Rural,260597
4400,6,2,5,3,1,0,0,Midtown,617134
1023,1,4,20,2,2,0,0,Midtown,145638
2893,6,2,5,1,1,0,1,Suburbs,327720
3617,4,1,31,2,2,0,0,Uptown,554876
3093,3,2,40,1,2,0,1,Downtown,528580
2468,3,3,47,2,1,0,0,Downtown,393393
2253,6,4,42,3,2,0,1,Rural,182536
2796,2,3,38,2,1,0,0,Downtown,465996
2761,5,1,30,1,0,0,1,Rural,197953
2786,5,2,41,2,0,0,1,Uptown,405098
4702,5,3,9,1,1,1,1,Downtown,892306
3378,4,3,29,2,1,0,0,Rural,247080
4643,5,2,17,3,1,0,1,Uptown,748254
4144,3,2,23,3,1,0,0,Uptown,604218
4932,4,4,8,2,0,1,0,Rural,416785
2555,1,3,30,2,2,1,0,Rural,181275
1776,5,3,14,2,2,0,0,Suburbs,235251
3266,5,1,3,1,0,0,1,Uptown,545378
802,1,4,39,2,2,0,0,Rural,68613
1138,5,1,8,2,0,0,1,Uptown,241045
555,1,3,44,1,2,1,1,Downtown,104579
1025,4,1,8,3,1,0,1,Midtown,178426
4623,3,3,25,2,1,0,1,Midtown,595208
2625,1,3,3,2,1,1,0,Rural,228270
3787,2,1,16,3,0,1,1,Rural,293276
864,1,1,15,3,0,0,0,Uptown,137780
2146,5,2,14,1,2,0,1,Rural,188005
1418,4,2,34,2,2,0,1,Uptown,227583
3297,6,2,4,2,2,1,1,Rural,296508
2031,4,3,4,1,0,1,0,Uptown,382560
3845,6,1,19,3,2,0,0,Rural,295618
2406,1,4,14,1,1,0,0,Suburbs,281557
3586,3,3,17,3,2,1,0,Uptown,586624
2575,2,4,46,1,1,0,0,Suburbs,214301
1213,4,1,1,3,0,0,1,Suburbs,184289
1562,5,3,28,1,1,1,0,Suburbs,159602
2476,6,4,12,3,1,0,1,Suburbs,310473
1796,5,4,3,3,1,0,1,Downtown,466164
625,3,2,41,3,0,1,1,Midtown,110399
4096,6,2,44,3,0,1,0,Downtown,743388
3783,4,2,9,3,0,0,0,Rural,282893
2103,1,3,30,2,0,0,0,Rural,143216
566,5,1,40,3,2,0,0,Midtown,101541
732,3,1,7,2,0,0,1,Midtown,136934
2656,4,2,2,3,1,0,0,Midtown,398757
1669,4,2,47,2,0,1,1,Suburbs,208436
2658,4,2,45,2,2,0,1,Downtown,471145
4706,4,4,8,1,2,0,1,Rural,364171
1993,6,2,29,3,2,0,0,Downtown,407499
4507,4,4,10,1,1,1,0,Downtown,855843
2972,5,1,34,1,0,0,1,Downtown,493933
3160,3,3,36,3,0,0,0,Midtown,395618
3239,6,3,41,1,0,0,0,Midtown,416211
2261,4,3,12,3,1,0,0,Rural,193783
4014,2,3,35,1,1,0,0,Rural,289915
2475,2,4,12,3,2,0,1,Rural,183709
2862,3,4,11,3,2,0,0,Downtown,582372
1376,1,2,36,3,0,0,1,Midtown,168018
4312,1,4,9,2,1,0,0,Suburbs,473752
3948,6,2,8,1,1,0,1,Downtown,742477
1812,6,2,6,2,0,0,1,Uptown,321462
1960,6,3,1,1,0,0,1,Downtown,470978
3209,1,4,22,1,2,0,0,Midtown,388086
2824,2,4,38,1,2,0,0,Uptown,411068
2233,1,2,39,2,2,0,0,Downtown,340313
2105,5,2,38,1,0,0,1,Midtown,228266
3063,4,1,20,2,0,0,1,Midtown,402280
3921,6,1,22,3,2,0,1,Suburbs,459999
4017,2,2,28,1,2,1,0,Downtown,684824
2897,3,1,13,1,1,1,1,Midtown,416764
4235,3,1,25,3,1,0,0,Rural,305720
3370,4,2,4,3,2,0,1,Midtown,465161
1660,2,2,30,1,2,0,0,Suburbs,153797
742,1,4,24,3,1,0,1,Midtown,130108
3090,1,2,30,2,2,0,0,Downtown,488863
1563,5,2,49,2,1,0,0,Downtown,237651
4824,5,3,19,1,1,0,1,Uptown,762929
3095,1,4,43,2,1,1,0,Downtown,530740
1419,3,4,16,2,0,0,1,Uptown,241806
505,6,4,44,1,0,1,1,Rural,80255
967,3,3,1,3,2,1,1,Suburbs,166513
4670,5,2,24,1,1,0,0,Rural,349911
503,4,4,12,2,0,0,0,Uptown,124918
1145,1,4,38,1,2,0,1,Midtown,136344
617,5,1,27,1,2,0,0,Midtown,95610
3428,5,4,41,2,2,0,1,Rural,265338
3051,6,2,5,2,2,0,0,Midtown,439057
4789,1,2,2,1,2,0,0,Uptown,730087
1346,6,1,34,2,1,1,0,Suburbs,187572
3262,1,4,17,2,2,0,0,Downtown,587229
1641,6,4,10,2,1,1,0,Uptown,359483
2310,3,4,19,2,0,0,1,Uptown,382270
1223,4,3,4,2,2,1,1,Downtown,348157
724,4,4,18,2,0,0,0,Downtown,187900
4708,1,2,21,3,1,0,1,Suburbs,480536
2548,2,2,18,1,1,1,1,Suburbs,305856
4915,5,3,46,2,0,0,1,Suburbs,505797
2073,5,3,15,1,2,0,1,Midtown,298844
2328,1,4,23,3,2,0,1,Uptown,390668
2417,6,1,40,2,0,0,0,Downtown,405275
4734,2,3,3,1,0,0,0,Uptown,728758
2526,3,3,14,2,0,1,0,Uptown,384257
4244,6,4,24,2,2,0,1,Suburbs,503279
1401,6,4,43,2,2,0,0,Suburbs,208528
2539,1,3,34,2,2,1,1,Uptown,400301
509,1,1,13,2,0,0,0,Suburbs,51789
760,5,3,48,2,2,0,1,Midtown,104280
2173,1,4,18,2,1,1,0,Downtown,432197
2719,1,4,37,3,0,0,0,Uptown,376774
2560,1,3,35,3,2,0,0,Downtown,443293
4213,5,1,6,2,0,0,0,Midtown,578396
2119,3,3,29,2,1,0,0,Suburbs,241928
820,3,3,18,3,1,0,1,Rural,84620
1842,1,4,48,3,0,0,0,Midtown,179307
2876,5,1,24,3,0,1,0,Rural,227948
3332,3,2,15,2,1,0,1,Downtown,614065
3324,6,1,46,1,0,0,0,Uptown,446877
2494,3,3,39,1,1,1,1,Suburbs,292367
3458,3,3,7,1,1,0,1,Midtown,476996
2538,5,3,17,1,2,1,0,Suburbs,303922
3990,6,1,27,2,0,0,0,Rural,274691
4177,5,4,15,1,0,1,0,Rural,351411
1618,1,3,18,3,2,0,1,Uptown,253941
2104,4,3,41,3,1,0,1,Rural,165046
4527,3,1,16,1,0,0,1,Uptown,670945
735,4,2,44,3,2,0,1,Midtown,117199
2469,5,2,12,2,2,1,0,Uptown,461309
4929,5,4,6,1,0,0,1,Rural,384568
2408,5,4,26,1,2,0,1,Downtown,493463
875,4,3,9,2,1,1,1,Uptown,221858
4030,5,1,33,3,2,0,1,Suburbs,441519
3135,1,3,35,2,1,0,1,Downtown,527971
2070,5,4,24,2,1,0,0,Uptown,385802
3060,2,1,5,3,0,0,0,Suburbs,335404
3891,4,1,23,2,2,0,0,Downtown,667109
3465,2,4,17,3,1,1,0,Uptown,556039
4143,5,2,22,3,1,0,1,Midtown,559230
4350,1,2,5,2,2,0,0,Suburbs,470463
1372,3,1,28,3,1,1,1,Midtown,204864
1752,6,3,24,2,2,0,1,Rural,158064
1814,6,2,16,3,0,0,0,Uptown,280166
3398,5,3,45,1,1,0,1,Uptown,492641
577,1,2,23,3,1,0,1,Suburbs,72569
3121,4,2,10,3,2,0,1,Uptown,504481
4727,2,3,25,2,2,0,0,Rural,334961
1100,2,4,33,3,2,0,0,Uptown,176699
1565,2,2,27,1,2,1,0,Downtown,295050
2636,4,2,2,1,1,0,0,Midtown,375236
2949,6,3,10,3,0,1,1,Rural,265775
2843,1,4,37,3,0,0,1,Rural,210960
2363,4,2,13,1,0,0,1,Midtown,312559
1818,2,2,25,2,0,0,1,Midtown,231833
4097,5,4,47,1,2,1,1,Rural,342550
4262,3,2,20,1,1,0,0,Midtown,533774
2690,4,4,38,3,1,0,1,Suburbs,297204
1492,4,4,29,3,1,1,0,Midtown,219398
3212,1,3,7,1,2,0,1,Downtown,603220
2692,1,1,19,2,1,1,0,Downtown,480486
1748,4,4,47,1,2,0,0,Suburbs,190550
3554,2,3,31,1,1,1,1,Midtown,428651
4533,3,1,21,2,0,1,1,Downtown,812622
2497,1,2,6,1,2,0,1,Uptown,413857
4187,2,1,8,1,1,0,1,Midtown,536380
2651,5,4,44,3,0,0,0,Suburbs,276464
4518,1,4,0,2,0,1,1,Midtown,608964
3610,2,4,28,3,0,0,0,Rural,251237
2470,2,4,7,3,2,0,1,Rural,224623
697,3,4,3,2,2,0,1,Downtown,231969
3126,3,3,34,2,1,0,0,Rural,208675
1702,5,4,2,1,0,0,1,Suburbs,249673
2535,2,3,44,3,1,0,1,Downtown,416060
977,6,2,39,2,1,0,0,Suburbs,109739
1754,2,4,6,3,0,0,1,Suburbs,254316
1422,3,4,26,3,1,0,1,Rural,151012
919,6,1,0,2,2,0,1,Rural,97269
2704,1,2,26,1,1,1,0,Suburbs,267673
3097,1,4,15,3,0,1,0,Rural,233919
1620,4,4,37,2,2,0,1,Rural,161133
3568,3,2,6,1,2,0,0,Rural,275387
1450,4,3,43,3,1,0,1,Midtown,169387
2836,6,4,22,2,1,0,0,Suburbs,355358
2743,3,1,40,3,2,0,1,Uptown,414701
3145,5,4,10,2,1,0,1,Suburbs,419154
2357,2,1,41,2,0,0,0,Downtown,363554
2365,5,1,32,3,1,1,0,Rural,193801
3412,6,4,49,3,1,0,1,Rural,267754
3353,3,4,35,2,2,0,1,Uptown,511437
3728,6,1,36,1,1,0,0,Downtown,662686
4219,2,2,40,3,1,1,1,Midtown,546654
3728,1,2,16,2,1,0,0,Suburbs,367562
2871,1,4,34,2,0,0,0,Midtown,349657
3391,6,3,47,1,1,0,1,Downtown,578121
4256,4,2,4,1,0,0,0,Uptown,700670
4725,3,4,47,1,0,0,1,Downtown,806055
594,3,2,31,3,0,0,0,Uptown,73865
3174,1,3,2,2,0,0,0,Midtown,417464
2455,5,4,46,2,2,0,0,Midtown,328496
1293,2,3,34,2,0,0,1,Downtown,212068
2334,5,4,13,1,1,1,1,Downtown,492716
2616,5,3,47,2,0,0,1,Rural,194378
4606,6,2,30,3,1,1,0,Uptown,729273
3825,1,2,30,1,0,0,0,Rural,249685
3419,1,3,16,1,2,0,1,Suburbs,393629
3097,1,3,23,1,0,0,0,Suburbs,293584
3705,6,3,22,1,0,0,1,Downtown,688022
1314,4,4,17,3,2,1,0,Midtown,239907
845,5,2,49,2,0,1,1,Suburbs,106549
2849,6,4,13,3,1,0,0,Suburbs,370883
862,3,2,49,2,0,0,1,Rural,50000
2943,2,1,14,3,0,0,0,Rural,182444
2765,4,4,14,1,0,0,0,Suburbs,310228
2688,3,2,5,1,2,0,0,Downtown,528968
3505,5,2,26,3,0,0,0,Rural,266997
3781,1,4,14,3,0,1,0,Suburbs,422710
1484,5,4,49,2,1,0,1,Midtown,203473
2139,6,2,35,3,0,1,1,Rural,195378
1327,2,4,7,3,0,1,1,Suburbs,171883
3230,6,3,14,2,0,1,1,Uptown,566839
4031,4,4,2,2,0,0,1,Rural,331103
4951,4,4,46,2,1,0,0,Uptown,718870
3435,2,4,12,3,1,0,0,Rural,244173
4376,3,2,40,2,2,0,0,Rural,334918
626,3,3,33,1,0,0,1,Uptown,99244
3677,4,1,23,1,2,1,0,Downtown,683610
3556,4,1,39,1,2,1,0,Suburbs,404926
1103,1,3,31,3,0,1,1,Downtown,226123
3949,3,3,31,1,1,1,0,Downtown,678833
4646,2,3,29,3,1,0,1,Suburbs,491720
4033,3,2,48,3,0,0,1,Midtown,483083
3867,1,1,12,1,0,0,0,Downtown,651905
3868,6,3,0,2,1,0,0,Downtown,791626
4297,4,2,33,3,0,1,0,Downtown,750356
2292,4,1,14,1,0,0,1,Midtown,325716
3361,1,4,43,3,0,0,0,Rural,244078
3976,2,2,13,2,1,0,1,Uptown,616475
3917,4,1,28,2,2,0,1,Uptown,605017
2145,5,2,33,1,2,0,0,Midtown,264234
1705,4,1,17,3,0,1,0,Downtown,348331
3530,5,1,6,3,1,0,1,Uptown,599776
3372,1,4,28,3,0,0,0,Midtown,407403
3572,1,2,30,3,1,0,1,Suburbs,371197
2354,4,3,24,1,0,0,0,Uptown,376662
4521,3,4,37,2,1,0,1,Suburbs,449108
3208,5,4,13,1,1,1,1,Downtown,665584
4002,2,1,7,3,2,0,1,Uptown,663536
1832,4,3,26,3,0,0,0,Midtown,240187
701,2,2,1,2,2,0,0,Rural,62107
4007,4,3,16,3,2,0,1,Uptown,649171
4712,3,3,36,1,1,0,0,Uptown,655771
1074,3,3,13,1,0,0,0,Uptown,191041
1036,3,3,24,2,1,0,1,Uptown,187678
2125,6,3,29,1,1,1,0,Midtown,314280
2622,3,1,28,1,1,0,0,Midtown,312671
885,1,1,19,1,0,0,0,Rural,60958
3781,1,4,20,1,0,0,1,Midtown,477477
974,6,1,21,3,1,0,1,Midtown,153415
917,5,4,34,1,0,1,0,Downtown,212447
4100,2,4,36,2,1,1,0,Downtown,742723
1454,4,2,15,2,0,0,0,Suburbs,160657
1705,4,3,49,1,0,1,1,Rural,134284
4620,6,1,48,2,2,1,0,Downtown,831980
2490,1,2,42,1,1,1,1,Rural,161354
4072,4,1,16,2,2,0,0,Rural,327951
4880,1,4,15,2,2,0,1,Uptown,751589
4658,5,1,1,1,1,0,0,Rural,384446
3213,2,3,3,1,1,1,1,Uptown,536105
2703,5,4,20,3,0,0,0,Suburbs,317220
3620,6,4,38,1,1,0,0,Suburbs,369412
1466,3,2,33,1,2,0,1,Suburbs,169266
3932,3,3,29,3,2,0,1,Uptown,617939
1188,3,4,5,1,1,0,0,Uptown,242184
4743,5,3,16,1,2,1,1,Suburbs,561709
4201,4,1,38,3,0,0,1,Uptown,610777
841,2,3,24,1,2,1,1,Midtown,125755
2224,3,4,4,1,0,0,0,Midtown,328761
4922,6,2,4,3,2,0,1,Uptown,819791
2292,6,4,19,3,0,0,0,Uptown,406150
2259,3,3,15,2,0,0,0,Downtown,418033
3712,3,3,40,1,1,0,1,Downtown,658597
1489,2,4,36,2,0,0,0,Rural,96293
2762,3,3,39,2,1,0,0,Rural,190072
2982,2,1,8,3,2,1,1,Rural,232679
1451,6,4,4,1,2,0,1,Suburbs,230445
1222,3,2,41,1,2,0,0,Midtown,168016
3889,5,4,1,3,0,0,0,Suburbs,464428
2579,5,1,8,2,2,0,1,Uptown,456382
3217,6,1,42,3,2,0,0,Downtown,583054
2832,2,1,35,1,1,0,1,Uptown,400039
3876,5,1,21,3,1,0,1,Uptown,631933
2000,2,1,21,1,2,0,0,Downtown,369516
785,5,2,21,2,2,0,1,Uptown,169545
3995,5,3,33,1,0,1,1,Rural,292283
2565,2,1,28,2,0,0,0,Downtown,427263
1268,4,1,37,2,2,0,1,Uptown,207231
3557,5,4,45,1,1,1,1,Rural,263516
4789,3,2,32,1,2,0,1,Rural,344837
2661,6,2,17,2,0,0,1,Midtown,363602
3793,4,3,6,3,1,0,0,Rural,313107
1446,2,2,0,1,1,0,0,Suburbs,196452
3835,4,4,32,2,0,0,0,Downtown,685280
4650,1,4,0,2,2,0,0,Downtown,871462
1981,1,3,23,3,2,1,0,Downtown,385126
2401,5,4,3,1,2,1,1,Uptown,509245
3951,5,1,3,2,0,0,1,Uptown,643242
4564,3,1,17,3,1,0,1,Suburbs,490720
554,6,4,26,2,0,0,1,Rural,51197
2323,4,3,42,1,2,0,1,Uptown,348498
3962,1,2,31,3,0,0,0,Rural,284945
3579,5,3,32,2,1,0,1,Rural,256094
1332,6,2,27,3,0,0,0,Uptown,218896
4908,4,4,41,1,2,0,1,Uptown,727941
3306,5,4,40,3,1,1,1,Suburbs,373181
2990,5,1,35,1,0,0,0,Midtown,344431
827,1,2,5,2,0,1,1,Downtown,229305
3810,1,3,15,1,1,1,1,Uptown,578479
3800,5,4,33,2,1,0,0,Uptown,587630
4175,2,3,22,2,2,1,1,Rural,341386
3554,5,1,49,1,1,0,0,Midtown,403718
2643,6,2,41,2,2,0,0,Uptown,404187
1811,5,2,23,3,0,0,1,Midtown,259211
3691,3,4,48,2,2,0,1,Downtown,643602
3038,3,2,12,1,0,0,1,Rural,261496
4483,3,4,17,3,1,0,1,Suburbs,484323
664,2,1,12,3,0,0,0,Downtown,124408
4777,2,2,48,2,1,0,1,Midtown,543251
1322,5,4,36,2,0,0,1,Midtown,188451
1443,3,3,42,1,0,0,1,Downtown,228027
4925,2,4,38,3,0,0,0,Midtown,598996
1274,1,2,41,1,0,0,1,Suburbs,97575
2698,5,1,16,2,2,0,1,Suburbs,309472
3656,6,2,14,3,0,0,1,Midtown,491272
4742,4,2,17,1,2,1,1,Midtown,638275
4195,5,4,22,1,1,0,0,Suburbs,478898
3952,4,3,29,1,1,0,1,Midtown,502073
1414,3,2,33,1,2,0,1,Uptown,213843
1808,4,3,3,1,1,1,0,Rural,161210
4677,3,4,2,3,1,0,1,Uptown,787812
1013,1,3,6,1,0,0,0,Midtown,117145
2420,4,4,17,3,0,0,0,Midtown,333108
4094,5,1,41,1,0,0,1,Rural,305563
1909,3,3,6,2,2,0,0,Midtown,283082
3690,5,3,39,2,2,0,0,Rural,271285
4991,2,1,5,1,1,1,1,Suburbs,565141
2055,3,3,21,2,0,0,0,Rural,143853
1304,4,1,0,3,2,0,0,Rural,107976
1779,3,2,3,1,2,1,0,Uptown,346073
4077,5,4,45,3,0,0,0,Midtown,485812
3401,1,1,48,1,2,1,1,Suburbs,341227
1887,3,3,49,2,0,0,1,Downtown,299067
3261,4,1,42,3,1,1,1,Rural,254907
3179,2,3,28,2,1,0,1,Downtown,557265
2606,6,2,20,2,1,1,0,Midtown,387992
4723,1,1,25,1,0,1,1,Rural,336402
3268,2,2,13,3,2,0,1,Downtown,627242
4453,3,4,8,2,1,0,1,Uptown,698567
3686,5,3,46,1,1,0,1,Downtown,652237
3780,5,3,11,1,1,1,1,Uptown,675294
3073,4,2,41,1,2,0,1,Suburbs,324842
3099,5,4,5,2,2,0,0,Midtown,475917
4533,1,1,19,1,0,0,1,Downtown,789670
736,5,1,23,3,1,0,0,Rural,68277
1804,4,3,26,3,2,0,0,Midtown,257197
3930,6,2,37,2,0,1,0,Downtown,696328
1801,3,2,7,3,1,0,0,Rural,146927
3041,3,1,0,1,2,1,0,Rural,263845
2551,5,4,48,2,2,0,0,Rural,168734
941,2,4,48,1,0,0,1,Rural,70073
2576,3,1,23,2,1,0,1,Downtown,466777
3680,6,1,46,2,1,0,1,Suburbs,395779
3157,5,2,6,1,2,1,0,Uptown,550277
4298,4,4,18,3,1,1,1,Uptown,726199
1304,6,1,21,3,0,0,1,Uptown,248490
574,5,1,34,2,2,0,0,Suburbs,82306
2675,6,3,29,1,2,0,1,Rural,237025
4424,3,1,28,1,0,1,1,Rural,313353
2589,4,1,21,2,2,1,0,Midtown,350633
540,5,4,10,3,1,1,1,Uptown,233682
2581,1,2,19,1,1,0,1,Uptown,390973
2122,4,4,28,3,2,0,0,Rural,152832
841,1,2,40,3,0,0,0,Uptown,65435
4552,6,3,41,2,0,0,0,Rural,335319
2574,2,1,33,2,1,0,0,Rural,171182
1145,4,3,0,3,0,0,1,Rural,115344
4763,6,2,30,1,2,0,1,Downtown,888681
1109,1,4,29,1,2,1,0,Downtown,219275
954,3,4,47,2,1,1,1,Downtown,206886
3453,3,3,17,3,1,0,0,Downtown,637755
2208,2,2,16,1,1,0,0,Suburbs,234392
3972,4,3,37,1,0,0,0,Midtown,459014
3469,4,3,13,2,2,1,1,Midtown,512318
3528,4,1,22,3,2,1,0,Rural,251250
3181,6,3,24,1,2,1,0,Uptown,553924
4129,2,1,14,2,1,1,0,Downtown,749141
4725,4,1,45,1,2,0,1,Midtown,575778
3567,6,4,21,1,0,0,1,Midtown,483656
1886,3,1,2,1,0,0,0,Downtown,343132
4276,1,1,18,2,2,0,0,Suburbs,451525
3366,6,4,43,3,1,1,1,Suburbs,406640
3863,3,3,33,2,2,0,1,Midtown,482872
4624,3,2,34,3,0,0,0,Suburbs,481508
648,1,2,49,1,0,0,1,Downtown,59412
4350,3,2,0,3,0,1,1,Midtown,609758
2558,2,3,20,1,2,0,0,Downtown,449050
1636,1,1,28,1,0,0,1,Suburbs,175054
686,3,2,5,2,1,0,1,Downtown,197388
3354,5,3,36,1,2,0,1,Suburbs,382633
1750,6,1,0,2,2,0,0,Suburbs,238977
1833,3,4,0,3,0,1,0,Downtown,438878
4693,2,2,26,3,0,0,0,Suburbs,475756
4650,4,1,20,1,1,1,0,Rural,345423
3211,3,2,15,2,2,0,1,Downtown,632525
2285,4,2,43,1,0,0,1,Rural,125630
1250,5,2,39,2,1,1,1,Downtown,311548
2262,3,1,25,2,0,0,1,Suburbs,251875
4420,1,3,15,2,2,0,0,Suburbs,469492
4960,4,1,27,3,0,1,1,Midtown,642591
981,5,2,0,2,2,0,1,Midtown,214254
653,1,1,35,3,0,1,0,Rural,50000
2024,1,4,9,2,2,0,1,Suburbs,281601
2620,1,3,42,3,1,0,0,Midtown,321533
2843,1,1,16,3,2,0,1,Suburbs,355538
1740,3,4,22,3,1,1,1,Downtown,367798
560,6,3,6,1,2,0,0,Midtown,146429
1438,3,4,43,2,1,1,1,Rural,101030
2139,3,3,6,1,0,1,1,Midtown,308307
4620,5,1,43,2,2,0,0,Suburbs,471020
4726,5,4,14,2,0,0,0,Uptown,739521
4069,6,2,33,1,1,0,0,Uptown,618484
1752,5,4,45,3,2,0,1,Suburbs,207219
4703,2,3,44,2,2,0,1,Downtown,804903
671,6,1,3,3,0,0,1,Midtown,159803
1958,5,3,13,1,2,1,1,Uptown,411664
4049,6,4,13,3,2,1,1,Downtown,848764
4697,3,4,15,2,0,1,0,Suburbs,508584
2822,3,2,6,2,2,1,1,Downtown,585313
2136,6,1,31,2,0,0,0,Suburbs,231576
3615,2,1,18,1,0,0,0,Midtown,440398
4590,2,4,1,2,0,1,1,Downtown,897149
3504,6,1,9,1,0,0,0,Midtown,470219
829,5,2,49,3,0,1,1,Downtown,180844
4140,4,3,16,2,1,0,1,Suburbs,450316
4394,2,1,36,2,1,0,0,Suburbs,428549
4607,1,4,11,2,0,1,0,Downtown,808994
1841,3,3,5,3,1,1,1,Suburbs,267936
4163,6,3,21,2,1,0,1,Rural,349258
715,1,2,31,1,2,1,0,Rural,50000
838,6,4,40,3,0,0,0,Midtown,129936
4562,3,1,19,3,1,0,1,Rural,347029
3208,3,4,0,3,2,1,1,Rural,320502
3652,2,3,46,3,2,0,0,Uptown,505272
2250,2,4,5,3,0,0,0,Uptown,394772
2921,1,1,18,1,0,0,1,Uptown,440170
1209,6,1,17,3,2,0,1,Uptown,252171
4226,3,2,5,2,0,0,1,Suburbs,476664
4142,1,1,44,3,0,0,1,Midtown,486201
4493,4,1,32,3,2,0,1,Midtown,551667
988,1,4,22,3,2,1,0,Rural,93528
546,5,4,22,3,0,0,1,Midtown,124313
3859,1,3,25,3,1,1,0,Rural,327108
900,5,2,12,1,0,0,1,Midtown,151003
4490,5,4,6,1,1,0,0,Downtown,844090
3657,5,1,14,3,2,0,0,Downtown,713182
4845,4,3,43,1,1,0,1,Midtown,598844
890,1,4,26,2,2,0,1,Suburbs,146468
4353,1,2,25,3,0,0,0,Rural,328314
4930,4,2,32,2,0,0,1,Midtown,605409
1128,3,3,14,2,2,0,0,Rural,103892
4732,2,3,35,3,2,0,0,Uptown,681639
3430,1,3,44,2,2,0,1,Midtown,386024
2021,2,3,26,2,0,0,0,Suburbs,215504
1326,6,3,4,2,0,1,1,Uptown,320348
2000,6,1,1,3,1,0,0,Midtown,325711
